GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK,MAJOR_TRANSPORT,TOTAL_MVMN_WON,MAJOR_ACTIVITY_TYPE,TOTAL_ACTIVITY_WON,TOTAL_WON
남,20,사무 종사자,1년,46130,46110,45110,중립,자연 선호(중),자연 선호(중),중립,도시 선호(약),자연 선호(중),도시 선호(약),도시 선호(중),경상북도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g004276,연인,여자,20대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;역사 유적지 방문;유흥/오락(나이트라이프)",2023-08-01,2023-08-03,인플루언서 따라하기 여행;신규 여행지 발굴;SNS 인생샷 여행,['자가용(승용/승합/트럭 등등)'],70000.0,['휴식'],126500.0,196500.0
여,30,사무 종사자,한달,11710,26350,50130,도시 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),중립,도시 선호(중),자연 선호(약),도시 선호(약),전라남도,대전,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g001019,자녀,여자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;시티투어;지역 문화예술/공연/전시시설 관람",2023-05-27,2023-05-29,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;호캉스 여행",['자가용(승용/승합/트럭 등등)'],66200.0,"['체험 활동 / 입장 및 관람', '취식']",175200.0,241400.0
여,30,사무 종사자,한달,11710,26350,50130,도시 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),중립,도시 선호(중),자연 선호(약),도시 선호(약),전라남도,대전,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g001019,배우자,남자,40대,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;시티투어;지역 문화예술/공연/전시시설 관람",2023-05-27,2023-05-29,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;호캉스 여행",['자가용(승용/승합/트럭 등등)'],66200.0,"['체험 활동 / 입장 및 관람', '취식']",175200.0,241400.0
여,50,사무 종사자,한달,45730,44770,48220,자연 선호(약),중립,도시 선호(약),도시 선호(중),중립,도시 선호(약),중립,도시 선호(약),대전광역시,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g004398,배우자,남자,40대,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-07-29,2023-07-31,지역 문화예술/공연/전시시설 관람;쇼핑;역사 유적지 방문,['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],301300.0,351300.0
여,50,사무 종사자,한달,45730,44770,48220,자연 선호(약),중립,도시 선호(약),도시 선호(중),중립,도시 선호(약),중립,도시 선호(약),대전광역시,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g004398,자녀,여자,10대,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-07-29,2023-07-31,지역 문화예술/공연/전시시설 관람;쇼핑;역사 유적지 방문,['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],301300.0,351300.0
여,50,사무 종사자,한달,45730,44770,48220,자연 선호(약),중립,도시 선호(약),도시 선호(중),중립,도시 선호(약),중립,도시 선호(약),대전광역시,충남,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,3,g_g004398,자녀,남자,10대,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-07-29,2023-07-31,지역 문화예술/공연/전시시설 관람;쇼핑;역사 유적지 방문,['자가용(승용/승합/트럭 등등)'],50000.0,['취식'],301300.0,351300.0
여,30,사무 종사자,1년,42210,41820,26350,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(약),자연 선호(강),자연 선호(약),자연 선호(중),경기도,대전,3인 이상 여행(가족 외),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",2,g_g004636,친구,남자,30대,"시티투어;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-08-19,2023-08-21,지역 축제/이벤트 참가;시티투어;쇼핑,['자가용(승용/승합/트럭 등등)'],73900.0,"['쇼핑 / 구매', '취식', '휴식']",537680.0,611580.0
여,30,사무 종사자,1년,42210,41820,26350,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(약),자연 선호(강),자연 선호(약),자연 선호(중),경기도,대전,3인 이상 여행(가족 외),"특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",2,g_g004636,친구,남자,30대,"시티투어;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-08-19,2023-08-21,지역 축제/이벤트 참가;시티투어;쇼핑,['자가용(승용/승합/트럭 등등)'],73900.0,"['쇼핑 / 구매', '취식', '휴식']",537680.0,611580.0
여,50,전문가 및 관련 종사자,한달,42210,50130,26350,도시 선호(중),도시 선호(중),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),서울특별시,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g006677,배우자,남자,50대,쇼핑;SNS 인생샷 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-17,2023-08-18,SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,['자가용(승용/승합/트럭 등등)'],65000.0,['휴식'],90600.0,155600.0
남,20,학생,한달,42130,11680,11620,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),강원도,충북,2인 여행(가족 외),새로운 경험 추구,1,g_g004754,연인,여자,20대,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문",2023-08-05,2023-08-07,교육/체험 프로그램 참가;인플루언서 따라하기 여행;드라마 촬영지 방문,['자가용(승용/승합/트럭 등등)'],20000.0,['취식'],162100.0,182100.0
여,20,학생,한달,11110,27290,11500,자연 선호(중),자연 선호(강),자연 선호(강),도시 선호(약),자연 선호(강),자연 선호(약),도시 선호(중),도시 선호(중),충청북도,세종,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g003940,없음,없음,없음,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;시티투어;지역 축제/이벤트 참가",2023-07-07,2023-07-08,쇼핑;시티투어;SNS 인생샷 여행,['시내/마을버스'],4700.0,"['쇼핑 / 구매', '취식']",37000.0,41700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,남자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,남자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,여자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,남자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,남자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,여자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,20,학생,1년,50130,11410,26350,중립,자연 선호(중),자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(중),중립,대전광역시,충남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,7,g_g002838,친구,여자,20대,SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);캠핑,2023-06-29,2023-07-01,캠핑;SNS 인생샷 여행;친환경 여행(플로깅 여행),['택시'],14500.0,['휴식'],7200.0,21700.0
여,40,전문가 및 관련 종사자,한달,44150,44230,30170,자연 선호(강),중립,자연 선호(강),도시 선호(약),도시 선호(강),자연 선호(중),자연 선호(중),도시 선호(강),충청남도,충남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g007413,친구,여자,40대,"SNS 인생샷 여행;신규 여행지 발굴;시티투어;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-08-21,2023-08-22,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;친환경 여행(플로깅 여행)",['자가용(승용/승합/트럭 등등)'],40000.0,"['단순 구경 / 산책 / 걷기', '취식']",119000.0,159000.0
여,40,사무 종사자,1년,42210,41820,11230,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(약),자연 선호(중),중립,중립,자연 선호(중),서울특별시,전남,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g006843,부모,여자,60대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어",2023-09-04,2023-09-06,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;시티투어",['KTX/SRT(고속열차)'],188080.0,['취식'],339180.0,527260.0
남,30,서비스 종사자,1년,50130,47770,46150,자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(약),중립,자연 선호(약),자연 선호(약),도시 선호(약),경기도,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g003541,연인,남자,30대,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;캠핑,2023-07-01,2023-07-03,캠핑;친환경 여행(플로깅 여행);Well-ness 여행,['자가용(승용/승합/트럭 등등)'],65500.0,['취식'],83820.0,149320.0
남,60,사무 종사자,한달,46710,46730,43720,도시 선호(강),도시 선호(중),도시 선호(강),중립,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(강),세종특별자치시,전남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g000464,배우자,여자,50대,Well-ness 여행,2023-05-17,2023-05-22,Well-ness 여행;역사 유적지 방문;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],96911.0,['취식'],458306.0,555217.0
남,60,사무 종사자,한달,46710,46730,43720,도시 선호(강),도시 선호(중),도시 선호(강),중립,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(강),세종특별자치시,전남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g000464,친인척,남자,70세이상,Well-ness 여행,2023-05-17,2023-05-22,Well-ness 여행;역사 유적지 방문;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],96911.0,['취식'],458306.0,555217.0
남,60,사무 종사자,한달,46710,46730,43720,도시 선호(강),도시 선호(중),도시 선호(강),중립,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(강),세종특별자치시,전남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g000464,친인척,남자,60대,Well-ness 여행,2023-05-17,2023-05-22,Well-ness 여행;역사 유적지 방문;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],96911.0,['취식'],458306.0,555217.0
남,60,사무 종사자,한달,46710,46730,43720,도시 선호(강),도시 선호(중),도시 선호(강),중립,도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(강),세종특별자치시,전남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g000464,친인척,여자,60대,Well-ness 여행,2023-05-17,2023-05-22,Well-ness 여행;역사 유적지 방문;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],96911.0,['취식'],458306.0,555217.0
남,50,관리자,한달,48850,48860,44180,자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g003355,배우자,여자,40대,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-07-09,2023-07-10,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],31400.0,['취식'],76500.0,107900.0
남,50,관리자,한달,48850,48860,44180,자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g003355,자녀,여자,~9세이하,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-07-09,2023-07-10,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],31400.0,['취식'],76500.0,107900.0
남,50,관리자,한달,48850,48860,44180,자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g003355,자녀,남자,10대,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-07-09,2023-07-10,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],31400.0,['취식'],76500.0,107900.0
여,40,사무 종사자,한달,50130,50110,47770,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g012586,배우자,남자,30대,지역 축제/이벤트 참가,2023-09-16,2023-09-17,지역 축제/이벤트 참가;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],2400.0,['단순 구경 / 산책 / 걷기'],109000.0,111400.0
여,40,사무 종사자,한달,50130,50110,47770,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(강),도시 선호(강),대전광역시,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g012586,자녀,남자,~9세이하,지역 축제/이벤트 참가,2023-09-16,2023-09-17,지역 축제/이벤트 참가;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],2400.0,['단순 구경 / 산책 / 걷기'],109000.0,111400.0
여,20,학생,한달,11440,43110,11650,자연 선호(중),중립,자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(강),도시 선호(강),충청북도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g009414,없음,없음,없음,"SNS 인생샷 여행;Well-ness 여행;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행;테마파크, 놀이시설, 동/식물원 방문;쇼핑",2023-08-25,2023-08-26,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람","['지하철', '택시']",16790.0,"['취식', '휴식']",34400.0,51190.0
여,20,학생,한달,50130,11440,28177,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(약),도시 선호(약),도시 선호(약),도시 선호(중),도시 선호(강),인천광역시,광주,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000516,없음,없음,없음,"쇼핑;지역 문화예술/공연/전시시설 관람;친환경 여행(플로깅 여행);SNS 인생샷 여행;신규 여행지 발굴;교육/체험 프로그램 참가;지역 축제/이벤트 참가;테마파크, 놀이시설, 동/식물원 방문",2023-06-10,2023-06-11,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람","['버스 + 지하철', '항공기']",21700.0,['단순 구경 / 산책 / 걷기'],25600.0,47300.0
남,40,전문가 및 관련 종사자,한달,42210,28710,44270,자연 선호(중),중립,자연 선호(강),중립,자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),경기도,대전,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g007122,친구,여자,30대,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;역사 유적지 방문",2023-09-08,2023-09-10,지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문;쇼핑,['자가용(승용/승합/트럭 등등)'],73500.0,['취식'],206900.0,280400.0
여,20,사무 종사자,한달,46130,48220,11680,자연 선호(강),자연 선호(강),중립,자연 선호(약),자연 선호(강),도시 선호(중),자연 선호(중),도시 선호(강),광주광역시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g002156,연인,남자,20대,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문",2023-07-08,2023-07-10,쇼핑;시티투어;호캉스 여행,없음,69776.3368606702,"['쇼핑 / 구매', '취식']",183640.0,253416.33686067018
남,20,사무 종사자,한달,45110,44130,44810,자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),충청남도,전북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g006999,연인,여자,20대,"쇼핑;인플루언서 따라하기 여행;SNS 인생샷 여행;드라마 촬영지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-08-25,2023-08-28,인플루언서 따라하기 여행;SNS 인생샷 여행;드라마 촬영지 방문,['자가용(승용/승합/트럭 등등)'],40000.0,['취식'],161900.0,201900.0
남,30,학생,1년,50130,11650,26110,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),자연 선호(강),도시 선호(강),충청북도,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005171,연인,여자,20대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);지역 축제/이벤트 참가;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;친환경 여행(플로깅 여행)",2023-08-13,2023-08-16,지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;인플루언서 따라하기 여행,"['버스 + 지하철', '택시']",32000.0,['취식'],221900.0,253900.0
남,30,사무 종사자,한달,26350,42170,30110,자연 선호(중),중립,자연 선호(약),중립,자연 선호(약),자연 선호(중),중립,자연 선호(약),충청북도,세종,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g012711,배우자,여자,30대,Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;시티투어,2023-09-23,2023-09-24,Well-ness 여행;지역 축제/이벤트 참가;역사 유적지 방문,['자가용(승용/승합/트럭 등등)'],30000.0,['단순 구경 / 산책 / 걷기'],17900.0,47900.0
남,20,서비스 종사자,한달,44250,43110,30200,자연 선호(강),중립,자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),세종특별자치시,충남,자녀 동반 여행,"운동, 건강 증진 및 충전",2,g_g007369,자녀,남자,~9세이하,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;지역 축제/이벤트 참가",2023-08-19,2023-08-20,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],10000.0,['체험 활동 / 입장 및 관람'],21000.0,31000.0
남,20,서비스 종사자,한달,44250,43110,30200,자연 선호(강),중립,자연 선호(강),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),세종특별자치시,충남,자녀 동반 여행,"운동, 건강 증진 및 충전",2,g_g007369,자녀,남자,~9세이하,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;지역 축제/이벤트 참가",2023-08-19,2023-08-20,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가,['자가용(승용/승합/트럭 등등)'],10000.0,['체험 활동 / 입장 및 관람'],21000.0,31000.0
여,20,학생,한달,44130,41270,41150,자연 선호(약),도시 선호(중),도시 선호(약),중립,자연 선호(중),자연 선호(약),도시 선호(약),자연 선호(약),서울특별시,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001224,연인,남자,30대,SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;시티투어,2023-05-28,2023-05-30,시티투어;SNS 인생샷 여행;인플루언서 따라하기 여행,['자가용(승용/승합/트럭 등등)'],30550.0,['취식'],232800.0,263350.0
여,20,사무 종사자,한달,46130,42150,50110,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,중립,도시 선호(약),도시 선호(중),광주광역시,전남,3인 이상 여행(가족 외),SNS 사진 등록 등 과시,2,g_g001256,친구,여자,20대,SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴,2023-05-27,2023-05-29,유흥/오락(나이트라이프);SNS 인생샷 여행;호캉스 여행,['자가용(승용/승합/트럭 등등)'],39000.0,['취식'],47200.0,86200.0
여,20,사무 종사자,한달,46130,42150,50110,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,중립,도시 선호(약),도시 선호(중),광주광역시,전남,3인 이상 여행(가족 외),SNS 사진 등록 등 과시,2,g_g001256,친구,여자,20대,SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴,2023-05-27,2023-05-29,유흥/오락(나이트라이프);SNS 인생샷 여행;호캉스 여행,['자가용(승용/승합/트럭 등등)'],39000.0,['취식'],47200.0,86200.0
남,40,학생,한달,30200,31170,44150,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(강),도시 선호(강),세종특별자치시,충북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g006280,연인,남자,30대,"쇼핑;드라마 촬영지 방문;종교/성지 순례;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-08-15,2023-08-17,쇼핑;종교/성지 순례;SNS 인생샷 여행,['자가용(승용/승합/트럭 등등)'],59000.0,['취식'],220515.0,279515.0
여,30,전문가 및 관련 종사자,1주일,46810,46890,46780,자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(중),중립,자연 선호(약),도시 선호(중),자연 선호(강),전라남도,전남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g012515,없음,없음,없음,쇼핑;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-09-16,2023-09-17,지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;쇼핑,['자가용(승용/승합/트럭 등등)'],30000.0,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람']",35600.0,65600.0
남,20,사무 종사자,1주일,30140,44150,46150,자연 선호(중),중립,자연 선호(중),자연 선호(약),도시 선호(약),자연 선호(중),자연 선호(중),도시 선호(중),대전광역시,충북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g011411,연인,남자,20대,온천/스파;SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어;지역 축제/이벤트 참가,2023-09-09,2023-09-10,Well-ness 여행;시티투어;온천/스파,['자가용(승용/승합/트럭 등등)'],3400.0,['취식'],97000.0,100400.0
남,30,전업주부,한달,42820,46150,50130,자연 선호(약),중립,자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(약),자연 선호(중),도시 선호(중),경기도,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g010954,자녀,남자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문",2023-09-03,2023-09-04,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;신규 여행지 발굴",['자가용(승용/승합/트럭 등등)'],49400.0,['단순 구경 / 산책 / 걷기'],71500.0,120900.0
남,30,전업주부,한달,42820,46150,50130,자연 선호(약),중립,자연 선호(중),자연 선호(약),자연 선호(중),도시 선호(약),자연 선호(중),도시 선호(중),경기도,충남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",2,g_g010954,배우자,남자,30대,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문",2023-09-03,2023-09-04,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;신규 여행지 발굴",['자가용(승용/승합/트럭 등등)'],49400.0,['단순 구경 / 산책 / 걷기'],71500.0,120900.0
